FiscalYear,CurrencyName,SalesTerritoryGroup,SalesTerritoryCountry,SalesTerritoryRegion,ResellerName,ProductLine,Color,ListPrice,EnglishProductName,SalesTotal
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,NA,19.99,Minipump,263.868
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,Black,33.6442,"Sport-100 Helmet, Black",444.103
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,Blue,33.6442,"Sport-100 Helmet, Blue",464.2895
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,Red,33.6442,"Sport-100 Helmet, Red",492.9676
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,Black,74.99,"Women's Tights, L",1251.0207
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,Black,74.99,"Women's Tights, M",179.976
2007,US Dollar,Europe,France,France,Registered Cycle Store,S ,Black,74.99,"Women's Tights, S",1278.5795
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Black,330.06,HL Road Front Wheel,1386.252
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Black,112.565,LL Road Rear Wheel,472.773
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Black,248.385,ML Road Front Wheel,596.124
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Black,782.99,"Road-650 Black, 52",9395.88
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Black,782.99,"Road-650 Black, 58",6577.116
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Red,782.99,"Road-650 Red, 44",9114.0036
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Red,782.99,"Road-650 Red, 48",7516.704
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Red,782.99,"Road-650 Red, 60",6107.322
2007,US Dollar,Europe,France,France,Rural Mountain Bike Mart,R ,Red,782.99,"Road-650 Red, 62",11275.056
2007,US Dollar,Europe,France,France,Self-Contained Cycle Parts Company,R ,NA,109.3364,HL Road Handlebars,65.6018
2007,US Dollar,Europe,France,France,Self-Contained Cycle Parts Company,R ,Black,306.5636,"LL Road Frame - Black, 52",183.9382
2007,US Dollar,Europe,France,France,Self-Contained Cycle Parts Company,R ,Black,248.385,ML Road Front Wheel,149.031
2007,US Dollar,Europe,France,France,Self-Contained Cycle Parts Company,R ,Black,275.385,ML Road Rear Wheel,165.231
2007,US Dollar,Europe,France,France,Self-Contained Cycle Parts Company,R ,Black,2181.5625,"Road-250 Black, 48",1308.9375
2007,US Dollar,Europe,France,France,Self-Contained Cycle Parts Company,R ,Red,782.99,"Road-650 Red, 58",469.794
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,NULL,NA,124.73,HL Headset,374.19
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,NULL,NA,148.22,LL Fork,444.66
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,1226.9091,"HL Mountain Frame - Black, 38",2208.4365
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,1226.9091,"HL Mountain Frame - Black, 42",736.1455
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 42",744.2727
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 46",1488.5454
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,300.215,HL Mountain Front Wheel,360.258
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,NA,109.3364,HL Mountain Handlebars,65.6018
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,60.745,LL Mountain Front Wheel,36.447
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,348.76,"ML Mountain Frame - Black, 38",418.512
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,348.76,"ML Mountain Frame - Black, 40",418.512
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,236.025,ML Mountain Rear Wheel,283.23
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,2049.0982,"Mountain-200 Black, 42",2458.9178
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,2049.0982,"Mountain-200 Black, 46",2458.9178
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Silver,2071.4196,"Mountain-200 Silver, 38",2485.7036
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Silver,2071.4196,"Mountain-200 Silver, 42",2485.7036
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Silver,2071.4196,"Mountain-200 Silver, 46",2485.7036
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,1079.99,"Mountain-300 Black, 38",2591.976
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,1079.99,"Mountain-300 Black, 40",1943.982
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,1079.99,"Mountain-300 Black, 44",3887.964
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,M ,Black,1079.99,"Mountain-300 Black, 48",1943.982
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,23.5481,"Half-Finger Gloves, L",70.6445
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,23.5481,"Half-Finger Gloves, S",56.5156
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",57.6808
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",173.0424
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Multi,89.99,"Men's Bib-Shorts, L",53.994
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Multi,89.99,"Men's Bib-Shorts, S",107.988
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,59.99,"Men's Sports Shorts, L",287.952
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,59.99,"Men's Sports Shorts, S",323.946
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Blue,33.6442,"Sport-100 Helmet, Blue",80.746
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,74.99,"Women's Tights, L",44.994
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,74.99,"Women's Tights, M",134.982
2007,US Dollar,Europe,France,France,Spa and Exercise Outfitters,S ,Black,74.99,"Women's Tights, S",44.994
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,37.99,"Full-Finger Gloves, L",1161.6393
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,37.99,"Full-Finger Gloves, M",857.7534
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,37.99,"Full-Finger Gloves, S",68.382
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,1226.9091,"HL Mountain Frame - Black, 42",2208.4365
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 38",2977.0908
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,300.215,HL Mountain Front Wheel,540.387
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,NA,109.3364,HL Mountain Handlebars,131.2036
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,327.215,HL Mountain Rear Wheel,1177.974
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,60.745,LL Mountain Front Wheel,109.341
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,NA,40.4909,LL Mountain Handlebars,72.8835
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,87.745,LL Mountain Rear Wheel,368.529
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,348.76,"ML Mountain Frame - Black, 38",2092.56
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,348.76,"ML Mountain Frame - Black, 44",2301.816
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,348.76,"ML Mountain Frame - Black, 48",1255.536
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,209.025,ML Mountain Front Wheel,627.075
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,NA,56.2909,ML Mountain Handlebars,168.8725
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,236.025,ML Mountain Rear Wheel,424.845
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,2049.0982,"Mountain-200 Black, 38",20900.8013
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,2049.0982,"Mountain-200 Black, 42",18441.8835
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,2049.0982,"Mountain-200 Black, 46",13524.0479
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Silver,2071.4196,"Mountain-200 Silver, 38",7457.1108
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Silver,2071.4196,"Mountain-200 Silver, 42",9942.8144
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Silver,2071.4196,"Mountain-200 Silver, 46",11185.6662
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,1079.99,"Mountain-300 Black, 38",8423.922
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,1079.99,"Mountain-300 Black, 40",7775.928
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,1079.99,"Mountain-300 Black, 44",7775.928
2007,US Dollar,Europe,France,France,Spare Parts Co.,M ,Black,1079.99,"Mountain-300 Black, 48",3887.964
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,8.6442,AWC Logo Cap,72.611
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,NA,25,Cable Lock,120
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Black,23.5481,"Half-Finger Gloves, M",113.0312
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",374.9252
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, M",317.2444
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",173.0424
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,89.99,"Men's Bib-Shorts, L",269.97
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,89.99,"Men's Bib-Shorts, M",593.934
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Multi,89.99,"Men's Bib-Shorts, S",323.964
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Black,59.99,"Men's Sports Shorts, M",611.898
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,NA,19.99,Minipump,83.958
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Black,33.6442,"Sport-100 Helmet, Black",232.1448
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Blue,33.6442,"Sport-100 Helmet, Blue",206.9117
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Red,33.6442,"Sport-100 Helmet, Red",90.8393
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Black,74.99,"Women's Tights, L",719.904
2007,US Dollar,Europe,France,France,Spare Parts Co.,S ,Black,74.99,"Women's Tights, S",854.886
2007,US Dollar,Europe,France,France,Sports Products Store,R ,Red,337.22,"LL Road Frame - Red, 52",404.664
2007,US Dollar,Europe,France,France,Sports Products Store,R ,Black,782.99,"Road-650 Black, 62",939.588
2007,US Dollar,North America,United States,Northeast,Active Cycling,R ,Black,330.06,HL Road Front Wheel,396.072
2007,US Dollar,North America,United States,Northeast,Active Cycling,R ,Black,782.99,"Road-650 Black, 48",1409.382
2007,US Dollar,North America,United States,Northeast,Active Transport Inc.,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 48",324.4527
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,1301.3636,"HL Road Frame - Black, 44",3904.091
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,1301.3636,"HL Road Frame - Black, 48",780.8182
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,1301.3636,"HL Road Frame - Red, 44",3123.2728
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,1301.3636,"HL Road Frame - Red, 62",1561.6364
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,NA,109.3364,HL Road Handlebars,65.6018
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,357.06,HL Road Rear Wheel,214.236
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,337.22,"LL Road Frame - Red, 48",404.664
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,337.22,"LL Road Frame - Red, 52",606.996
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,337.22,"LL Road Frame - Red, 60",202.332
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,NA,40.4909,LL Road Handlebars,48.589
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,112.565,LL Road Rear Wheel,67.539
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 38",1297.8108
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 48",973.3581
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,248.385,ML Road Front Wheel,447.093
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,2181.5625,"Road-250 Black, 44",1308.9375
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,2181.5625,"Road-250 Black, 48",6544.6875
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,2181.5625,"Road-250 Black, 52",7853.625
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,2443.35,"Road-250 Red, 44",5864.04
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,2443.35,"Road-250 Red, 48",4398.03
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,2443.35,"Road-250 Red, 52",2932.02
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Yellow,1000.4375,"Road-550-W Yellow, 42",3001.3125
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Yellow,1000.4375,"Road-550-W Yellow, 48",1800.7875
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Black,782.99,"Road-650 Black, 44",939.588
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,782.99,"Road-650 Red, 58",469.794
2007,US Dollar,North America,United States,Northeast,Bicycle Outfitters,R ,Red,782.99,"Road-650 Red, 60",1409.382
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,1301.3636,"HL Road Frame - Black, 44",4684.9092
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,1301.3636,"HL Road Frame - Red, 44",5465.7274
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,1301.3636,"HL Road Frame - Red, 48",780.8182
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,1301.3636,"HL Road Frame - Red, 62",5465.7274
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,330.06,HL Road Front Wheel,990.18
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,NA,109.3364,HL Road Handlebars,328.009
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,306.5636,"LL Road Frame - Black, 44",367.8764
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,306.5636,"LL Road Frame - Black, 52",735.7528
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,306.5636,"LL Road Frame - Black, 58",919.691
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,306.5636,"LL Road Frame - Black, 60",551.8146
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,337.22,"LL Road Frame - Red, 44",202.332
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,337.22,"LL Road Frame - Red, 52",809.328
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,337.22,"LL Road Frame - Red, 60",202.332
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,337.22,"LL Road Frame - Red, 62",606.996
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,NA,40.4909,LL Road Handlebars,97.178
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,112.565,LL Road Rear Wheel,202.617
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 38",1622.2635
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 40",1297.8108
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 44",648.9054
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,540.7545,"ML Road Frame-W - Yellow, 48",324.4527
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,248.385,ML Road Front Wheel,298.062
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,275.385,ML Road Rear Wheel,660.924
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,2181.5625,"Road-250 Black, 44",11780.4375
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,2181.5625,"Road-250 Black, 48",7853.625
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,2181.5625,"Road-250 Black, 52",5235.75
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,2443.35,"Road-250 Red, 44",10262.07
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,2443.35,"Road-250 Red, 48",8796.06
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,2443.35,"Road-250 Red, 52",5864.04
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,1000.4375,"Road-550-W Yellow, 38",3601.575
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,1000.4375,"Road-550-W Yellow, 40",3601.575
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,1000.4375,"Road-550-W Yellow, 42",600.2625
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Yellow,1000.4375,"Road-550-W Yellow, 48",7203.15
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,782.99,"Road-650 Black, 44",3758.352
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,782.99,"Road-650 Black, 48",939.588
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,782.99,"Road-650 Black, 58",1409.382
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,782.99,"Road-650 Black, 60",2348.97
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Black,782.99,"Road-650 Black, 62",469.794
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,782.99,"Road-650 Red, 48",1409.382
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,782.99,"Road-650 Red, 52",2348.97
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,782.99,"Road-650 Red, 58",939.588
2007,US Dollar,North America,United States,Northeast,Bike Boutique,R ,Red,782.99,"Road-650 Red, 62",2348.97
2007,US Dollar,North America,United States,Northeast,Bike Boutique,S ,Black,23.5481,"Half-Finger Gloves, L",42.3867
2007,US Dollar,North America,United States,Northeast,Bike Boutique,S ,Black,59.99,"Men's Sports Shorts, L",35.994
2007,US Dollar,North America,United States,Northeast,Bike Boutique,S ,Black,74.99,"Women's Tights, M",44.994
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,37.99,"Full-Finger Gloves, L",1853.5017
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,37.99,"Full-Finger Gloves, M",1194.9109
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,37.99,"Full-Finger Gloves, S",205.146
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,1226.9091,"HL Mountain Frame - Black, 42",5153.0185
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 38",5954.1816
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 42",3721.3635
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,300.215,HL Mountain Front Wheel,540.387
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,NA,109.3364,HL Mountain Handlebars,1049.6288
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,327.215,HL Mountain Rear Wheel,2552.277
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,60.745,LL Mountain Front Wheel,437.364
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,NA,40.4909,LL Mountain Handlebars,48.589
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,87.745,LL Mountain Rear Wheel,684.411
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,348.76,"ML Mountain Frame - Black, 38",1883.304
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,348.76,"ML Mountain Frame - Black, 44",3138.84
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,348.76,"ML Mountain Frame - Black, 48",4185.12
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,209.025,ML Mountain Front Wheel,1379.565
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,NA,56.2909,ML Mountain Handlebars,405.294
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,236.025,ML Mountain Rear Wheel,1274.535
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,2049.0982,"Mountain-200 Black, 38",17212.4246
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,2049.0982,"Mountain-200 Black, 42",22130.2602
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,2049.0982,"Mountain-200 Black, 46",30736.4725
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Silver,2071.4196,"Mountain-200 Silver, 38",29828.4432
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Silver,2071.4196,"Mountain-200 Silver, 42",16157.0734
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Silver,2071.4196,"Mountain-200 Silver, 46",19885.6288
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,1079.99,"Mountain-300 Black, 38",13232.4695
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,1079.99,"Mountain-300 Black, 40",17768.4275
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,1079.99,"Mountain-300 Black, 44",14903.862
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,M ,Black,1079.99,"Mountain-300 Black, 48",10367.904
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,8.6442,AWC Logo Cap,51.865
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,NA,25,Cable Lock,150
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Black,23.5481,"Half-Finger Gloves, M",141.289
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, L",432.606
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, M",403.7656
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,48.0673,"Long-Sleeve Logo Jersey, XL",403.7656
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,89.99,"Men's Bib-Shorts, L",161.982
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,89.99,"Men's Bib-Shorts, M",647.928
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Multi,89.99,"Men's Bib-Shorts, S",107.988
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Black,59.99,"Men's Sports Shorts, M",539.91
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,NA,19.99,Minipump,95.952
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Black,33.6442,"Sport-100 Helmet, Black",227.0982
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Blue,33.6442,"Sport-100 Helmet, Blue",252.3313
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Red,33.6442,"Sport-100 Helmet, Red",211.9584
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Black,74.99,"Women's Tights, L",674.91
2007,US Dollar,North America,United States,Northeast,Casual Bicycle Store,S ,Black,74.99,"Women's Tights, S",809.892
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,37.99,"Full-Finger Gloves, L",250.734
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,37.99,"Full-Finger Gloves, M",669.4142
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,37.99,"Full-Finger Gloves, S",136.764
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,1226.9091,"HL Mountain Frame - Black, 42",5153.0185
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 38",3721.3635
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Silver,1240.4545,"HL Mountain Frame - Silver, 42",744.2727
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,300.215,HL Mountain Front Wheel,540.387
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,NA,109.3364,HL Mountain Handlebars,131.2036
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,327.215,HL Mountain Rear Wheel,2159.619
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,60.745,LL Mountain Front Wheel,182.235
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,NA,40.4909,LL Mountain Handlebars,48.589
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,87.745,LL Mountain Rear Wheel,157.941
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,348.76,"ML Mountain Frame - Black, 38",1674.048
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,348.76,"ML Mountain Frame - Black, 44",418.512
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,348.76,"ML Mountain Frame - Black, 48",2092.56
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,209.025,ML Mountain Front Wheel,250.83
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,NA,56.2909,ML Mountain Handlebars,405.294
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,236.025,ML Mountain Rear Wheel,1132.92
2007,US Dollar,North America,United States,Northeast,Classic Cycle Store,M ,Black,2049.0982,"Mountain-200 Black, 38",12294.589
